word,hecke_prime,a_p,scalar_law,scalar_lambda_p_exact,cycle_degree_profile,degree_one_owner_present,degree_support_forces_degree_one_failure,scalar_sign_forces_degree_one_failure,studied_functional,studied_k_exact_pass,studied_k_failure_mechanism,control_1_functional,control_1_source_coordinate,control_1_moments_by_degree_exact,control_1_signed_residuals_by_degree_exact,control_1_exact_pass,control_1_failure_mechanism,control_2_functional,control_2_source_coordinate,control_2_moments_by_degree_exact,control_2_signed_residuals_by_degree_exact,control_2_exact_pass,control_2_failure_mechanism,matched_control_overlap_class,newform_specific_residue_supported_in_two_control_panel,target_data_used,formal_a2_evaluation_run,route_b_invocation_allowed,formal_route_a_tuple
LLRRLRRR,7,-2,a_p_squared,4,1|3|1|3,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:2|3:10,1:-2|3:10,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:13/4|3:17/4,1:-3/4|3:17/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,7,-2,a_p_squared_minus_p,-3,1|3|1|3,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:2|3:10,1:5|3:10,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:13/4|3:17/4,1:25/4|3:17/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,13,4,a_p,4,7|7,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:0|7:40,1:-4|7:40,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:0|7:41/2,1:-4|7:41/2,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,13,4,a_p_squared,16,7|7,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:0|7:40,1:-16|7:40,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:0|7:41/2,1:-16|7:41/2,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRLRRR,13,4,a_p_squared_minus_p,3,7|7,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:0|7:40,1:-3|7:40,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-2,1:0|7:41/2,1:-3|7:41/2,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,2,-2,a_p,-2,3,false,true,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:0|3:4,1:2|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:0|3:4,1:2|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,2,-2,a_p_squared,4,3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:0|3:4,1:-4|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:0|3:4,1:-4|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,2,-2,a_p_squared_minus_p,2,3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:0|3:4,1:-2|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:0|3:4,1:-2|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,3,-1,a_p,-1,1|3,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:1/4|3:1/4,1:5/4|3:1/4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:4/9|3:1/9,1:13/9|3:1/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,3,-1,a_p_squared,1,1|3,true,false,false,2*y+1*z,false,NONUNIT_ONLY,1*y-1*z,-2,1:1/4|3:1/4,1:-3/4|3:1/4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:4/9|3:1/9,1:-5/9|3:1/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,3,-1,a_p_squared_minus_p,-2,1|3,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:1/4|3:1/4,1:9/4|3:1/4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:4/9|3:1/9,1:22/9|3:1/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,5,1,a_p,1,3|3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:0|3:1,1:-1|3:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:0|3:17/9,1:-1|3:17/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,5,1,a_p_squared,1,3|3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:0|3:1,1:-1|3:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:0|3:17/9,1:-1|3:17/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,5,1,a_p_squared_minus_p,-4,3|3,false,true,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:0|3:1,1:4|3:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:0|3:17/9,1:4|3:17/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,7,-2,a_p,-2,3|3|1|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:29/4|3:1/4,1:37/4|3:1/4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:58/9|3:2/9,1:76/9|3:2/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,7,-2,a_p_squared,4,3|3|1|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:29/4|3:1/4,1:13/4|3:1/4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:58/9|3:2/9,1:22/9|3:2/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,7,-2,a_p_squared_minus_p,-3,3|3|1|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:29/4|3:1/4,1:41/4|3:1/4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:58/9|3:2/9,1:85/9|3:2/9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,13,4,a_p,4,7|7,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:0|7:17/2,1:-4|7:17/2,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:0|7:8,1:-4|7:8,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,13,4,a_p_squared,16,7|7,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:0|7:17/2,1:-16|7:17/2,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:0|7:8,1:-16|7:8,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRLRR,13,4,a_p_squared_minus_p,3,7|7,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-2,1:0|7:17/2,1:-3|7:17/2,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-3,1:0|7:8,1:-3|7:8,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,2,-2,a_p,-2,2|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:9|2:1,1:11|2:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-1,1:16|2:4,1:18|2:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,2,-2,a_p_squared,4,2|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:9|2:1,1:5|2:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-1,1:16|2:4,1:12|2:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,2,-2,a_p_squared_minus_p,2,2|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:9|2:1,1:7|2:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-1,1:16|2:4,1:14|2:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,3,-1,a_p,-1,2|2,false,true,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:0|2:5,1:1|2:5,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-1,1:0|2:13,1:1|2:13,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,3,-1,a_p_squared,1,2|2,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:0|2:5,1:-1|2:5,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-1,1:0|2:13,1:-1|2:13,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,3,-1,a_p_squared_minus_p,-2,2|2,false,true,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:0|2:5,1:2|2:5,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-1,1:0|2:13,1:2|2:13,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,5,1,a_p,1,2|2|1|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:17|2:8,1:16|2:8,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-1,1:37|2:18,1:36|2:18,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,5,1,a_p_squared,1,2|2|1|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:17|2:8,1:16|2:8,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-1,1:37|2:18,1:36|2:18,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,5,1,a_p_squared_minus_p,-4,2|2|1|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:17|2:8,1:21|2:8,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-1,1:37|2:18,1:41|2:18,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,7,-2,a_p,-2,7|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:4|7:0,1:6|7:0,false,DEGREE_ONE_ONLY,1*y-2*z,-1,1:16|7:4,1:18|7:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,7,-2,a_p_squared,4,7|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:4|7:0,1:0|7:0,true,PASS,1*y-2*z,-1,1:16|7:4,1:12|7:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_ONE_MATCHED_CONTROL,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,7,-2,a_p_squared_minus_p,-3,7|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:4|7:0,1:7|7:0,false,DEGREE_ONE_ONLY,1*y-2*z,-1,1:16|7:4,1:19|7:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,13,4,a_p,4,1|6|6|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:17|6:5,1:13|6:5,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-1,1:37|6:17,1:33|6:17,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,13,4,a_p_squared,16,1|6|6|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:17|6:5,1:1|6:5,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-1,1:37|6:17,1:21|6:17,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LLRRRRRLR,13,4,a_p_squared_minus_p,3,1|6|6|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:17|6:5,1:14|6:5,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,-1,1:37|6:17,1:34|6:17,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,2,-2,a_p,-2,3,false,true,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|3:4,1:2|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:0|3:4,1:2|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,2,-2,a_p_squared,4,3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|3:4,1:-4|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:0|3:4,1:-4|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,2,-2,a_p_squared_minus_p,2,3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|3:4,1:-2|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:0|3:4,1:-2|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,3,-1,a_p,-1,1|3,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:1|3:4,1:2|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:1|3:4,1:2|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,3,-1,a_p_squared,1,1|3,true,false,false,2*y+1*z,false,NONUNIT_ONLY,1*y-1*z,1,1:1|3:4,1:0|3:4,false,NONUNIT_ONLY,1*y-2*z,1,1:1|3:4,1:0|3:4,false,NONUNIT_ONLY,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,3,-1,a_p_squared_minus_p,-2,1|3,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:1|3:4,1:3|3:4,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:1|3:4,1:3|3:4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,5,1,a_p,1,3|3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|3:1,1:-1|3:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:0|3:13,1:-1|3:13,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,5,1,a_p_squared,1,3|3,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|3:1,1:-1|3:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:0|3:13,1:-1|3:13,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,5,1,a_p_squared_minus_p,-4,3|3,false,true,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|3:1,1:4|3:1,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:0|3:13,1:4|3:13,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,7,-2,a_p,-2,7|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:1|7:9,1:3|7:9,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:1|7:9,1:3|7:9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,7,-2,a_p_squared,4,7|1,true,false,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:1|7:9,1:-3|7:9,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:1|7:9,1:-3|7:9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,7,-2,a_p_squared_minus_p,-3,7|1,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:1|7:9,1:4|7:9,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:1|7:9,1:4|7:9,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,13,4,a_p,4,7|7,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|7:26,1:-4|7:26,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:0|7:58,1:-4|7:58,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,13,4,a_p_squared,16,7|7,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|7:26,1:-16|7:26,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:0|7:58,1:-16|7:58,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRLRRRRR,13,4,a_p_squared_minus_p,3,7|7,false,true,false,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,1,1:0|7:26,1:-3|7:26,false,DEGREE_ONE_AND_NONUNIT,1*y-2*z,1,1:0|7:58,1:-3|7:58,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
LRRLRRR,2,-2,a_p,-2,1|2,true,false,true,2*y+1*z,false,DEGREE_ONE_AND_NONUNIT,1*y-1*z,-1,1:4|2:0,1:6|2:0,false,DEGREE_ONE_ONLY,1*y-2*z,-2,1:9/4|2:1/4,1:17/4|2:1/4,false,DEGREE_ONE_AND_NONUNIT,STUDIED_K_FAIL_SHARED_BOTH_MATCHED_CONTROLS,false,false,false,false,"(A0_WEAK_ARITHMETIC_RELATION,A1_WEAK,A2_FAIL,A3_FAIL,A4_FAIL)"
