p,kind,replicate,seed,num_cycles,fixed_points,largest_cycle,largest_cycle_fraction,short_threshold,short_cycle_count,short_point_mass,short_point_mass_fraction,cycle_length_gcd,symmetric_cycle_count,symmetric_degree,symmetric_degree_fraction,paired_cycle_pair_count,paired_base_degree
109,matched_reversible,0,12890963781919722673,113,2,490,0.04124231967006144,109,70,3299,0.27767022977863814,1,109,11831,0.9957916000336672,2,25
109,uniform_permutation,1,18183164748332747630,13,2,7365,0.6198973150408215,109,8,139,0.011699351906405185,1,,,,,
109,matched_reversible,1,604035470912547144,115,2,650,0.0547091995623264,109,75,3563,0.29989058160087534,1,109,11839,0.9964649440282805,3,21
109,uniform_permutation,2,2451863608048536403,12,4,8572,0.7214880902280952,109,9,82,0.006901775944785793,1,,,,,
109,matched_reversible,2,14019578017728294989,111,1,522,0.04393569564851443,109,76,3788,0.3188283814493729,1,109,11823,0.9951182560390539,1,29
109,uniform_permutation,3,13838411494143598892,13,2,4602,0.3873411329012709,109,7,153,0.012877703896978369,1,,,,,
109,matched_reversible,3,2183224459448868123,111,2,545,0.045871559633027525,109,73,3667,0.30864405353084756,1,109,11879,0.9998316640013467,1,1
109,uniform_permutation,4,1024920571516654815,5,2,11826,0.995370760037034,109,4,55,0.00462923996296608,1,,,,,
109,matched_reversible,4,8958950315436803896,113,2,566,0.0476390876188873,109,72,3011,0.25342984597256124,1,109,11819,0.9947815840417473,2,31
109,uniform_permutation,5,11247405924412753079,10,1,7848,0.6605504587155964,109,6,42,0.003535055971719552,1,,,,,
109,matched_reversible,5,14503092877506269601,111,2,579,0.04873327161013383,109,70,3131,0.26353000589175996,1,109,11739,0.9880481440956148,1,71
109,uniform_permutation,6,3541268352791898588,9,0,9434,0.7940409056476727,109,5,100,0.0084167999326656,1,,,,,
109,matched_reversible,6,1589404298863156618,109,1,850,0.07154279942765761,109,69,3343,0.28137362174901104,1,109,11881,1.0,0,0
109,uniform_permutation,7,18254318625131645265,11,1,5692,0.479084252167326,109,6,182,0.015318575877451394,1,,,,,
109,matched_reversible,7,18024495174900566246,111,0,468,0.03939062368487501,109,68,3060,0.25755407793956736,1,109,11871,0.9991583200067334,1,5
109,uniform_permutation,8,8536000691745870071,14,0,4104,0.3454254692365962,109,7,128,0.010773503913811969,1,,,,,
109,matched_reversible,8,510970839523465244,113,2,694,0.058412591532699266,109,74,3206,0.26984260584125913,1,109,11713,0.9858597761131218,2,84
109,uniform_permutation,9,1490208861749532753,12,0,4764,0.4009763487921892,109,4,144,0.012120191903038464,1,,,,,
109,matched_reversible,9,12648675826495599291,113,2,563,0.04738658362090733,109,68,2645,0.22262435821900514,1,109,11869,0.9989899840080801,2,6
109,uniform_permutation,10,14474294721048901833,9,1,8794,0.7401733860786129,109,5,153,0.012877703896978369,1,,,,,
109,matched_reversible,10,11541030384387088052,113,1,967,0.08139045534887636,109,78,3599,0.30292062957663496,1,109,11671,0.9823247201414023,2,105
109,uniform_permutation,11,115736652875787955,8,0,6565,0.5525629155794967,109,3,121,0.010184327918525377,1,,,,,
109,matched_reversible,11,11090513401120736918,115,3,591,0.0497432876020537,109,73,2934,0.24694891002440872,1,109,11733,0.9875431360996549,3,74
109,uniform_permutation,12,18062067548915716675,11,2,5622,0.4731924922144601,109,7,65,0.00547091995623264,1,,,,,
109,matched_reversible,12,15667463714740785312,113,1,612,0.051510815587913476,109,74,3245,0.27312515781499874,1,109,11873,0.9993266560053867,2,4
109,uniform_permutation,13,16822956941071495748,12,2,5961,0.5017254439861965,109,6,217,0.018264455853884354,1,,,,,
109,matched_reversible,13,16253901656394985145,111,1,611,0.05142664758858682,109,72,3068,0.25822742193418063,1,109,11875,0.99949499200404,1,3
109,uniform_permutation,14,2564481796265871603,12,1,5881,0.494992004040064,109,7,232,0.019526975843784194,1,,,,,
109,matched_reversible,14,10597642413534590910,115,4,586,0.04932244760542042,109,73,3404,0.28650786970793707,1,109,11825,0.9952865920377073,3,28
109,uniform_permutation,15,4735893894827593392,12,2,7931,0.6675364026597088,109,6,78,0.006565103947479168,1,,,,,
109,matched_reversible,15,7058052018213916154,113,2,586,0.04932244760542042,109,74,3488,0.29357798165137616,1,109,11855,0.9978116320175069,2,13
113,uniform_permutation,0,9303719120283130887,10,0,5098,0.39924817918396116,113,4,175,0.013705066959041428,1,,,,,
113,matched_reversible,0,4531471150945178376,119,0,582,0.045579136972354925,113,79,3884,0.3041741718223823,1,113,12671,0.9923251625029368,3,49
113,uniform_permutation,1,7317449812937716483,9,0,6212,0.486490719711802,113,3,58,0.004542250763568016,1,,,,,
113,matched_reversible,1,11144285114295952007,117,0,403,0.031560811339963975,113,71,3567,0.279348421959433,1,113,12719,0.996084266583131,2,25
113,uniform_permutation,2,9964701244797281983,10,1,11007,0.8620095543895372,113,6,215,0.016837653692536612,1,,,,,
113,matched_reversible,2,13012244122138354236,117,0,390,0.03054272065157804,113,72,3151,0.2467695199310831,1,113,12737,0.9974939306132039,2,16
113,uniform_permutation,3,16856903079907479189,14,1,4259,0.33354217244889967,113,8,195,0.01527136032578902,1,,,,,
113,matched_reversible,3,14324605360787583369,121,2,673,0.05270577179105646,113,78,3049,0.23878142376067038,1,113,12675,0.9926384211762863,4,47
113,uniform_permutation,4,4818098846706059367,15,2,7473,0.5852455164852377,113,10,97,0.00759652282872582,1,,,,,
113,matched_reversible,4,3240230034626463530,115,3,655,0.05129610776098363,113,81,4370,0.3422351006343488,1,113,12765,0.9996867413266505,1,2
113,uniform_permutation,5,12174051954281534315,7,1,7162,0.5608896546323127,113,2,8,0.0006265173466990367,1,,,,,
113,matched_reversible,5,3461196387153648286,115,0,494,0.03868744615866552,113,74,3320,0.26000469888010025,1,113,12735,0.9973373012765291,1,17
113,uniform_permutation,6,11078822014075301917,16,0,8171,0.6399091549847287,113,9,294,0.0230245124911896,1,,,,,
113,matched_reversible,6,9548575358208581791,115,1,865,0.06774218811183334,113,72,3115,0.24395019187093742,1,113,12737,0.9974939306132039,1,16
113,uniform_permutation,7,11787686585157253726,10,2,11295,0.8845641788707025,113,7,161,0.012608661602318114,1,,,,,
113,matched_reversible,7,17894454974492682326,125,8,555,0.043464640927245675,113,79,2812,0.2202208473647114,1,113,12643,0.9901323517894902,6,63
113,uniform_permutation,8,17694881991104117212,13,2,7352,0.5757694416164147,113,6,50,0.00391573341686898,1,,,,,
113,matched_reversible,8,14382871913162612578,117,2,537,0.042054976897172844,113,77,3870,0.30307776646565904,1,113,12755,0.9989035946432767,2,7
113,uniform_permutation,9,4857826163301327015,10,2,8738,0.6843135719320229,113,5,93,0.007283264155376302,1,,,,,
113,matched_reversible,9,1097632292322682958,115,1,545,0.042681494243871874,113,69,3414,0.26736627770381394,1,113,12739,0.9976505599498786,1,15
113,uniform_permutation,10,17828837702707204109,5,1,12392,0.970475370036808,113,3,10,0.0007831466833737959,1,,,,,
113,matched_reversible,10,3362002210838677623,125,5,615,0.04816352102748845,113,86,3436,0.2690892004072363,1,113,12647,0.9904456104628397,6,61
113,uniform_permutation,11,9140076336269793581,15,3,3489,0.2732398778291174,113,7,90,0.007048320150364163,1,,,,,
113,matched_reversible,11,2289779321733343882,119,1,497,0.038922390163677656,113,71,2952,0.23118490093194455,1,113,12559,0.9835539196491503,3,105
113,uniform_permutation,12,7170831582609064227,9,0,11995,0.9393844467068682,113,5,238,0.018638891064296344,1,,,,,
113,matched_reversible,12,11440235094301728063,119,3,526,0.04119351554546166,113,76,3361,0.2632156002819328,1,113,12729,0.9968674132665049,3,20
113,uniform_permutation,13,2367511319171165987,9,1,5718,0.4478032735531365,113,2,45,0.0035241600751820816,1,,,,,
113,matched_reversible,13,9031987166594560813,119,2,772,0.06045892395645704,113,81,3971,0.31098754796773437,1,113,12729,0.9968674132665049,3,20
113,uniform_permutation,14,17799956922011992290,10,2,11775,0.9221552196726447,113,6,126,0.009867648210509828,1,,,,,
113,matched_reversible,14,13049796720341413446,115,2,639,0.050043073067585556,113,76,3502,0.27425796851750334,1,113,12753,0.9987469653066019,1,8
113,uniform_permutation,15,6419947535337267113,8,1,12159,0.9522280523141985,113,5,91,0.007126634818701543,1,,,,,
113,matched_reversible,15,12624256503897054995,113,0,830,0.06500117472002506,113,77,4097,0.3208551961782442,1,113,12769,1.0,0,0
127,uniform_permutation,0,17161556907880864046,8,0,14923,0.9252278504557009,127,6,145,0.00899001798003596,1,,,,,
127,matched_reversible,0,7249175164226901099,135,0,586,0.03633207266414533,127,91,4819,0.2987785975571951,1,127,16037,0.9942959885919772,4,46
127,uniform_permutation,1,5390694604410431924,16,1,10276,0.6371132742265484,127,10,467,0.028954057908115817,1,,,,,
127,matched_reversible,1,1777746565469435712,131,3,625,0.038750077500155,127,80,3401,0.21086242172484346,1,127,16123,0.9996279992559985,2,3
127,uniform_permutation,2,4451391958951685008,8,0,8533,0.5290470580941162,127,2,67,0.004154008308016616,1,,,,,
127,matched_reversible,2,6736877032315305443,131,1,796,0.049352098704197406,127,82,3841,0.23814247628495258,1,127,16033,0.9940479880959762,2,48
127,uniform_permutation,3,3193479006616390168,6,1,12845,0.7963915927831856,127,4,47,0.002914005828011656,1,,,,,
127,matched_reversible,3,1357324319583608932,135,0,764,0.04736809473618947,127,90,4986,0.3091326182652365,1,127,16025,0.9935519871039742,4,52
127,uniform_permutation,4,10464698923634323097,7,0,5955,0.36921073842147684,127,3,37,0.002294004588009176,1,,,,,
127,matched_reversible,4,1122572257860684210,131,4,650,0.0403000806001612,127,86,4595,0.2848905697811396,1,127,16105,0.9985119970239941,2,12
127,uniform_permutation,5,15216194096186978788,9,0,7761,0.4811829623659247,127,4,69,0.004278008556017112,1,,,,,
127,matched_reversible,5,11284911279025780763,131,3,783,0.048546097092194186,127,75,3306,0.20497240994481988,1,127,16123,0.9996279992559985,2,3
127,uniform_permutation,6,6466417018214438970,10,1,10121,0.62750325500651,127,6,38,0.002356004712009424,1,,,,,
127,matched_reversible,6,10071650718406476243,129,1,500,0.031000062000124,127,79,3586,0.22233244466488933,1,127,16121,0.999503999007998,1,4
127,uniform_permutation,7,11529727163606096476,11,3,10956,0.6792733585467171,127,7,65,0.00403000806001612,1,,,,,
127,matched_reversible,7,18167544769947383104,135,2,648,0.040176080352160706,127,88,4330,0.26846053692107386,1,127,16071,0.9964039928079856,4,29
127,uniform_permutation,8,9290225035539456060,7,1,6166,0.3822927645855292,127,2,101,0.006262012524025048,1,,,,,
127,matched_reversible,8,15034854960551451254,133,2,852,0.05282410564821129,127,84,4150,0.2573005146010292,1,127,16051,0.9951639903279806,3,39
127,uniform_permutation,9,2022771385119835569,8,2,14694,0.9110298220596441,127,4,20,0.00124000248000496,1,,,,,
127,matched_reversible,9,9028463341342377818,131,4,823,0.051026102052204106,127,83,4273,0.2649265298530597,1,127,16085,0.9972719945439891,2,22
127,uniform_permutation,10,9188173936070298846,9,1,14263,0.8843077686155373,127,5,91,0.005642011284022568,1,,,,,
127,matched_reversible,10,15200700457809938887,129,1,783,0.048546097092194186,127,87,4054,0.25134850269700537,1,127,16023,0.9934279868559737,1,53
127,uniform_permutation,11,6046851315211798567,8,1,14057,0.8715357430714862,127,5,42,0.002604005208010416,1,,,,,
127,matched_reversible,11,9535158408954528135,133,2,856,0.05307210614421229,127,91,4962,0.3076446152892306,1,127,16063,0.9959079918159837,3,33
127,uniform_permutation,12,11938624471494150299,11,2,7423,0.4602269204538409,127,6,155,0.00961001922003844,1,,,,,
127,matched_reversible,12,3310047331979852741,129,1,637,0.039494078988157974,127,80,4319,0.2677785355570711,1,127,16097,0.9980159960319921,1,16
127,uniform_permutation,13,1608965928087521631,12,2,6566,0.40709281418562837,127,5,116,0.007192014384028768,1,,,,,
127,matched_reversible,13,13070459979271198632,133,0,482,0.029884059768119538,127,79,3645,0.22599045198090395,1,127,16031,0.9939239878479756,3,49
127,uniform_permutation,14,14845788495023467100,9,1,9034,0.5601091202182404,127,4,30,0.00186000372000744,1,,,,,
127,matched_reversible,14,7444498877586918029,131,0,616,0.03819207638415277,127,82,4087,0.2533945067890136,1,127,16017,0.9930559861119722,2,56
127,uniform_permutation,15,15848421485297472236,9,0,4747,0.29431458862917725,127,2,94,0.005828011656023312,1,,,,,
127,matched_reversible,15,9685320830940075712,127,0,723,0.0448260896521793,127,83,4388,0.2720565441130882,1,127,16129,1.0,0,0
131,uniform_permutation,0,13187647427743991015,10,0,5396,0.3144338907989045,131,5,211,0.01229532078550201,1,,,,,
131,matched_reversible,0,4957379617724127304,133,1,655,0.03816793893129771,131,87,4591,0.26752520249402717,1,131,17155,0.9996503700250569,1,3
131,uniform_permutation,1,14081796344235708770,7,1,12160,0.7085834158848552,131,3,53,0.003088398111998135,1,,,,,
131,matched_reversible,1,5286616676019262221,135,3,604,0.03519608414428064,131,88,4744,0.2764407668550784,1,131,17149,0.9993007400501136,2,6
131,uniform_permutation,2,11754655441340517746,8,0,7794,0.4541693374511975,131,2,41,0.002389138162111765,1,,,,,
131,matched_reversible,2,5561598842714209795,131,1,717,0.04178078200571062,131,84,4962,0.2891439892780141,1,131,17161,1.0,0,0
131,uniform_permutation,3,12990631175725541469,13,0,13582,0.7914457199463901,131,7,309,0.018005943709574035,1,,,,,
131,matched_reversible,3,16167525403551983027,133,2,550,0.03204941436979197,131,82,4460,0.2598916147077676,1,131,17031,0.992424683876231,1,65
131,uniform_permutation,4,902293655424786232,10,0,13009,0.7580560573393159,131,5,232,0.013519025697803158,1,,,,,
131,matched_reversible,4,5789427295338082647,137,3,641,0.03735213565643028,131,87,3890,0.22667676708816503,1,131,17125,0.9979022201503409,3,18
131,uniform_permutation,5,2320493977798276569,12,2,5768,0.336110949245382,131,7,247,0.01439310063516112,1,,,,,
131,matched_reversible,5,10557176316127319154,133,4,813,0.04737486160480159,131,91,5127,0.2987588135889517,1,131,17159,0.999883456675019,1,1
131,uniform_permutation,6,2780763071160041425,12,0,7789,0.45387797913874484,131,5,70,0.00407901637433716,1,,,,,
131,matched_reversible,6,11909362262512561140,135,1,716,0.04172251034322009,131,79,3609,0.21030242992832585,1,131,17115,0.9973195035254356,2,23
131,uniform_permutation,7,1631507322342295698,12,1,9633,0.5613309247712838,131,7,89,0.005186177961657246,1,,,,,
131,matched_reversible,7,4084065409879726001,139,5,706,0.041139793718314784,131,96,4931,0.28733756774080765,1,131,17129,0.998135306800303,4,16
131,uniform_permutation,8,11441120783339158,15,3,6992,0.4074354641337917,131,10,152,0.00885729269856069,1,,,,,
131,matched_reversible,8,7255366591350721947,133,3,609,0.03548744245673329,131,82,4152,0.2419439426606841,1,131,17159,0.999883456675019,1,1
131,uniform_permutation,9,17910239922571781998,14,1,9349,0.544781772623973,131,8,168,0.009789639298409184,1,,,,,
131,matched_reversible,9,17494094566716079570,133,0,557,0.032457316007225685,131,79,4650,0.2709632305809685,1,131,17151,0.9994172833750947,1,5
131,uniform_permutation,10,7673841080272532743,12,2,6795,0.39595594662315714,131,6,105,0.00611852456150574,1,,,,,
131,matched_reversible,10,16529637693260128093,145,4,633,0.036885962356506034,131,95,4959,0.28896917429054253,1,131,16851,0.9819357846279354,7,155
131,uniform_permutation,11,17346297212399779974,15,2,6305,0.36740283200279705,131,8,112,0.006526426198939456,1,,,,,
131,matched_reversible,11,8007742832757486359,139,2,923,0.05378474447875998,131,93,5028,0.29298991900238913,1,131,17117,0.9974360468504166,4,22
131,uniform_permutation,12,5925495589071545037,11,2,15328,0.893188042654857,131,6,237,0.013810384010255812,1,,,,,
131,matched_reversible,12,8057358988468437227,135,3,600,0.03496299749431851,131,86,4697,0.2737019987180234,1,131,17137,0.9986014801002273,2,12
131,uniform_permutation,13,10928847226596647354,7,0,10864,0.6330633412971272,131,4,226,0.013169395722859974,1,,,,,
131,matched_reversible,13,3831932967391902625,135,3,572,0.03333139094458365,131,82,3939,0.22953207855020102,1,131,17147,0.9991841967251326,2,7
131,uniform_permutation,14,5079706705040937503,9,0,7760,0.45218810092651945,131,3,84,0.004894819649204592,1,,,,,
131,matched_reversible,14,6330242327800405152,139,4,840,0.04894819649204592,131,92,4756,0.27714002680496475,1,131,17149,0.9993007400501136,4,6
131,uniform_permutation,15,3534803337266067820,12,1,7360,0.4288794359303071,131,7,139,0.008099761086183788,1,,,,,
131,matched_reversible,15,15085600648108703010,139,5,542,0.03158324106986772,131,95,4895,0.2852397878911485,1,131,17097,0.996270613600606,4,32
137,uniform_permutation,0,18005472454228308793,6,0,13020,0.6936970536522991,137,4,25,0.0013319835899621717,1,,,,,
137,matched_reversible,0,3322424892116967314,141,3,738,0.03932015557568331,137,96,5525,0.29436837338163996,1,137,18763,0.9996803239384091,2,3
137,uniform_permutation,1,10066757416906686632,6,0,13673,0.728488465022111,137,3,117,0.006233683201022963,1,,,,,
137,matched_reversible,1,2817813461858262819,143,3,784,0.041771005381213706,137,91,4589,0.24449890777345623,1,137,18753,0.9991475305024242,3,8
137,uniform_permutation,2,14814781665734767178,12,2,15234,0.8116575203793489,137,6,65,0.0034631573339016465,1,,,,,
137,matched_reversible,2,10981095948242132158,141,2,605,0.032234002877084555,137,92,5667,0.3019340401726251,1,137,18741,0.9985081783792423,2,14
137,uniform_permutation,3,2891568011123192727,6,2,18657,0.9940327135169694,137,5,112,0.005967286483030529,1,,,,,
137,matched_reversible,3,4675357281974776539,137,1,743,0.03958655229367574,137,89,4790,0.2552080558367521,1,137,18769,1.0,0,0
137,uniform_permutation,4,12637279476031199378,11,1,11386,0.6066386062123714,137,8,163,0.00868453300655336,1,,,,,
137,matched_reversible,4,13081016589772052721,141,4,523,0.02786509670200863,137,85,4703,0.25057275294368375,1,137,18763,0.9996803239384091,2,3
137,uniform_permutation,5,1266252540695578840,13,2,14729,0.784751451862113,137,7,115,0.00612712451382599,1,,,,,
137,matched_reversible,5,5155158414588857513,139,3,742,0.039533272950077254,137,93,5742,0.3059299909425116,1,137,18767,0.999893441312803,1,1
137,uniform_permutation,6,17649011946469607512,10,0,10044,0.5351377271032021,137,5,136,0.007245990729394214,1,,,,,
137,matched_reversible,6,7946773618062851001,147,3,679,0.03617667430337258,137,97,4945,0.2634663540945176,1,137,18627,0.9924343332090149,5,71
137,uniform_permutation,7,12108281856054056863,12,2,9872,0.5259736800042624,137,6,285,0.015184612925568757,1,,,,,
137,matched_reversible,7,2329755040958483199,143,3,1154,0.061484362512653844,137,93,5293,0.28200756566679097,1,137,18647,0.9934999200809846,3,61
137,uniform_permutation,8,7418143800549770842,10,0,10891,0.5802653311311204,137,5,150,0.00799190153977303,1,,,,,
137,matched_reversible,8,4137517229841773679,141,3,686,0.036549629708561994,137,87,5243,0.27934359848686663,1,137,18741,0.9985081783792423,2,14
137,uniform_permutation,9,14444287669585379257,13,0,9569,0.5098300388939209,137,6,194,0.010336192658106452,1,,,,,
137,matched_reversible,9,15718198953025229752,145,2,685,0.0364963503649635,137,95,5633,0.30012254249027653,1,137,18729,0.9978688262560605,4,20
137,uniform_permutation,10,134582889032882230,4,1,16420,0.8748468218871543,137,2,13,0.0006926314667803293,1,,,,,
137,matched_reversible,10,536273332757044803,145,3,813,0.04331610634556982,137,91,4789,0.2551547764931536,1,137,18719,0.9973360328200757,4,25
137,uniform_permutation,11,6983040941251751202,13,2,12128,0.6461718791624487,137,6,120,0.006393521231818424,1,,,,,
137,matched_reversible,11,4391684198847620333,137,0,732,0.039000479514092384,137,93,5357,0.28541744365709415,1,137,18769,1.0,0,0
137,uniform_permutation,12,11503775707557324279,8,2,17648,0.9402738558260962,137,4,146,0.007778784165379082,1,,,,,
137,matched_reversible,12,16472779362852355490,137,0,960,0.05114816985454739,137,86,5297,0.2822206830411849,1,137,18769,1.0,0,0
137,uniform_permutation,13,17898643030626862701,18,1,11935,0.6358889658479407,137,12,155,0.008258298257765464,1,,,,,
137,matched_reversible,13,15448523249413069315,141,2,756,0.04027918376045607,137,92,5113,0.2724172838190633,1,137,18717,0.9972294741328787,2,26
137,uniform_permutation,14,11128298884718153366,10,0,7614,0.405668922158879,137,6,183,0.009750119878523096,1,,,,,
137,matched_reversible,14,13937365253491695300,147,3,1582,0.08428792157280622,137,104,5192,0.2766263519633438,1,137,18649,0.9936064787681815,5,60
137,uniform_permutation,15,13505253412006507796,8,0,11082,0.5904416857584315,137,4,145,0.007725504821780596,1,,,,,
137,matched_reversible,15,1590938094653470823,139,0,593,0.03159465075390271,137,85,4515,0.2405562363471682,1,137,18613,0.9916884223986361,1,78
139,uniform_permutation,0,8686935196359538289,11,0,11241,0.5818021841519591,139,5,283,0.014647274985766782,1,,,,,
139,matched_reversible,0,3209534727052005899,143,0,708,0.03664406604213032,139,92,5766,0.29843175819056983,1,139,19183,0.9928575125511102,2,69
139,uniform_permutation,1,900383384618053967,12,1,4080,0.21116919414109,139,2,18,0.0009316287976812794,1,,,,,
139,matched_reversible,1,4268306834030182846,143,1,686,0.035505408622742096,139,92,5426,0.28083432534547903,1,139,19007,0.9837482531960043,2,157
139,uniform_permutation,2,5873368145370681865,6,1,13205,0.6834532374100719,139,3,76,0.003933543812432069,1,,,,,
139,matched_reversible,2,3420467041305594455,141,2,639,0.03307282231768542,139,95,5928,0.3068164173697014,1,139,19317,0.999792971378293,1,2
139,uniform_permutation,3,18388253533553092355,6,1,17164,0.8883598157445267,139,2,51,0.0026396149267636252,1,,,,,
139,matched_reversible,3,10399637809853245176,141,1,499,0.025826820557942134,139,85,4814,0.2491589462243155,1,139,19027,0.9847833963045391,1,147
139,uniform_permutation,4,4539289748940543343,13,1,8545,0.44226489312147405,139,7,152,0.007867087624864138,1,,,,,
139,matched_reversible,4,12716487027239821872,145,1,631,0.03265876507427152,139,89,4025,0.20832255059261942,1,139,19173,0.9923399409968429,3,74
139,uniform_permutation,5,17746948368907110304,10,1,7831,0.4053102841467833,139,7,136,0.007038973138036334,1,,,,,
139,matched_reversible,5,6793347735964728842,141,3,562,0.029087521349826614,139,95,5578,0.28870141297034313,1,139,19317,0.999792971378293,1,2
139,uniform_permutation,6,2519788604804072686,15,1,5443,0.28171419698773353,139,10,281,0.014543760674913307,1,,,,,
139,matched_reversible,6,15389932805382054294,139,0,782,0.04047409554370892,139,88,5258,0.2721391232337871,1,139,19321,1.0,0,0
139,uniform_permutation,7,96220784276394188,12,1,13609,0.704363128202474,139,6,293,0.015164846540034159,1,,,,,
139,matched_reversible,7,13384824688159212131,141,1,1130,0.058485585632213656,139,97,5952,0.30805858909994305,1,139,19311,0.9994824284457327,1,5
139,uniform_permutation,8,11489971380995709628,8,1,18781,0.9720511360695616,139,6,47,0.002432586305056674,1,,,,,
139,matched_reversible,8,15430956461497146291,151,5,650,0.03364215102737954,139,98,5168,0.26748097924538067,1,139,19191,0.9932715697945241,6,65
139,uniform_permutation,9,3156778642610610502,9,1,12266,0.6348532684643652,139,3,120,0.0062108586512085295,1,,,,,
139,matched_reversible,9,6478617451010011002,141,3,910,0.04709901143833135,139,86,4635,0.23989441540292947,1,139,19319,0.9998964856891466,1,1
139,uniform_permutation,10,10312147490964955743,8,0,10157,0.5256974276693753,139,1,2,0.00010351431085347549,1,,,,,
139,matched_reversible,10,18188969421125524933,147,6,743,0.03845556648206615,139,94,4892,0.25319600434760103,1,139,19265,0.9971015992961026,4,28
139,uniform_permutation,11,3905957345314687228,9,0,14219,0.735934993012784,139,5,203,0.010506702551627762,1,,,,,
139,matched_reversible,11,1825081544817543715,139,0,773,0.04000828114486828,139,92,6241,0.3230164070182703,1,139,19321,1.0,0,0
139,uniform_permutation,12,211237542517679425,9,1,18284,0.946327829822473,139,7,154,0.007970601935717614,1,,,,,
139,matched_reversible,12,16984156454081648192,143,2,788,0.04078463847626934,139,94,5609,0.290305884788572,1,139,19167,0.9920293980642824,2,77
139,uniform_permutation,13,14135101986685477136,14,0,11190,0.5791625692251954,139,7,357,0.018477304487345376,1,,,,,
139,matched_reversible,13,601892552234998979,143,0,765,0.039594223901454374,139,93,4704,0.24346565912737436,1,139,19219,0.9947207701464728,2,51
139,uniform_permutation,14,5258676741564465759,9,0,10601,0.5486776046788469,139,6,183,0.009471559443093008,1,,,,,
139,matched_reversible,14,16829312403484196083,141,4,639,0.03307282231768542,139,89,5170,0.26758449355623415,1,139,19319,0.9998964856891466,1,1
139,uniform_permutation,15,13582148674944161735,10,1,15399,0.7970084364163346,139,7,292,0.015113089384607422,1,,,,,
139,matched_reversible,15,4093286509194962528,139,1,1166,0.060348843227576214,139,87,5058,0.2617876921484395,1,139,19321,1.0,0,0
149,uniform_permutation,0,5807879920979220245,12,2,19092,0.8599612630061709,149,9,191,0.008603216071348138,1,,,,,
149,matched_reversible,0,6079954132022386266,153,2,862,0.03882707986126751,149,100,5908,0.2661141390027476,1,149,22157,0.9980181072924643,2,22
149,uniform_permutation,1,16211172639454294458,5,1,14191,0.6392054411963425,149,3,232,0.010449979730642763,1,,,,,
149,matched_reversible,1,2417995137458715022,151,3,1024,0.0461240484662853,149,95,5729,0.2580514391243638,1,149,22191,0.9995495698391964,1,5
149,uniform_permutation,2,6216590166531739935,9,0,17270,0.7778928877077609,149,4,77,0.003468312238187469,1,,,,,
149,matched_reversible,2,17372016878250050918,153,1,819,0.03689023016981217,149,99,6650,0.29953605693437235,1,149,22171,0.9986487095175893,2,15
149,uniform_permutation,3,14818350943370881453,11,0,13605,0.6128102337732535,149,7,609,0.027431196792937255,1,,,,,
149,matched_reversible,3,13521469177295220397,153,2,595,0.02680059456781226,149,98,6609,0.2976892932750777,1,149,22187,0.999369397774875,2,7
149,uniform_permutation,4,10158423627641413962,14,2,11206,0.5047520381964776,149,6,20,0.0009008603216071348,1,,,,,
149,matched_reversible,4,11660182308402813861,159,2,849,0.038241520652222874,149,102,5470,0.24638529795955136,1,149,22027,0.9921625152020179,5,87
149,uniform_permutation,5,1450258495632875679,7,0,10469,0.47155533534525473,149,1,3,0.0001351290482410702,1,,,,,
149,matched_reversible,5,9614185283984756767,151,1,676,0.030449078870321156,149,98,6918,0.3116075852439079,1,149,22195,0.9997297419035178,1,3
149,uniform_permutation,6,17473999288602015411,16,0,7238,0.3260213503896221,149,6,84,0.0037836133507499663,1,,,,,
149,matched_reversible,6,4652521314939486782,151,1,1138,0.05125895229944597,149,103,6732,0.3032295842529616,1,149,22167,0.9984685374532679,1,17
149,uniform_permutation,7,1702847864271070019,9,0,20057,0.9034277735237152,149,5,150,0.006756452412053511,1,,,,,
149,matched_reversible,7,9418952361154498384,153,0,913,0.0411242736813657,149,103,6655,0.2997612720147741,1,149,21977,0.9899103643980001,2,112
149,uniform_permutation,8,5988175198935633741,16,0,10596,0.47727579838746004,149,6,386,0.0173866042070177,1,,,,,
149,matched_reversible,8,8668054635909327754,155,4,614,0.02765641187333904,149,100,6138,0.27647403270122967,1,149,22019,0.9918021710733751,3,91
149,uniform_permutation,9,3740286985958271179,9,1,20899,0.9413539930633755,149,4,30,0.0013512904824107023,1,,,,,
149,matched_reversible,9,11635412013518167183,151,3,867,0.03905229494166929,149,97,5679,0.25579928832034593,1,149,21885,0.9857664069186073,1,158
149,uniform_permutation,10,2556070724135673264,13,2,11788,0.5309670735552453,149,9,320,0.014413765145714156,1,,,,,
149,matched_reversible,10,7834233311365007526,153,1,797,0.03589928381604432,149,100,6025,0.27138417188414937,1,149,22171,0.9986487095175893,2,15
149,uniform_permutation,11,11859068875206059868,13,1,14815,0.6673122832304851,149,9,168,0.007567226701499933,1,,,,,
149,matched_reversible,11,14900868001179441834,151,2,670,0.030178820773839016,149,101,7115,0.3204810594117382,1,149,22199,0.9999099139678392,1,1
149,uniform_permutation,12,8943936805310922701,10,0,11752,0.5293455249763525,149,6,218,0.009819377505517769,1,,,,,
149,matched_reversible,12,8600532812565241216,159,1,494,0.02225124994369623,149,94,5513,0.2483221476510067,1,149,21735,0.9790099545065537,5,233
