schema_version,row_id,control_family,owner_case,q_class,q_model_size,epsilon,input_id,input_norm,coordinate_norm_class,multiplier_member,algebra_member,finite_c0_member,tail_window_size,quotient_distance,quotient_image_nonzero,quotient_map_injective,gauge_id,gauge_lhs_exp_mod24,gauge_rhs_exp_mod24,gauge_commutes,max_evidence_status,reduced_evidence_status,cardinality_credit_owner,topology_owner,fixed_prime_branch,evidence_scope,summary_artifact,summary_rows,summary_columns,summary_negative_rows,summary_test_methods,case_kind,negative_reason,fixture,violated_lock,expected_detector,observed_detector,oracle,tolerance,status
paper13-circle-twists-controls/2,V2-0084,MAX_REDUCED_EVIDENCE_LEDGER,MAX_REDUCED_SERIALIZATION,ARBITRARY_Q_BARE,,separate,,,,,,,,,,,,,,,SEPARATE_MAX_EVIDENCE_STATUS_REQUIRED,SEPARATE_REDUCED_EVIDENCE_STATUS_REQUIRED,,COMPONENT_RECORDS_B_Q_MAX_OR_R,,EVIDENCE_STATUS_LEDGER_NOT_NORM_PROOF,,,,,,DIAGNOSTIC,,CLAIM=MAX_REDUCED_SERIALIZED_SEPARATELY,,,,MAX_REDUCED_EVIDENCE_SEPARATION,0,PASS
paper13-circle-twists-controls/2,V2-0085,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,FINITE_SIGN_PROJECTION_AS_CONTINUUM_PROOF,MODEL=SIGN_COORDS_16;CLAIM=QP_CARDINALITY_CONTINUUM,FINITE_CONTROLS_NEVER_PROVE_CONTINUUM,REJECT_FINITE_AS_CONTINUUM_PROOF,REJECT_FINITE_AS_CONTINUUM_PROOF,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0086,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,FINITE_C0_WINDOW_AS_ARBITRARY_INDEX_PROOF,MODEL=QF4;CLAIM=ARBITRARY_INDEX_MULTIPLIER_IDENTITY,FINITE_CONTROLS_NEVER_PROVE_ARBITRARY_INDEX_THEOREM,REJECT_FINITE_AS_ARBITRARY_INDEX_PROOF,REJECT_FINITE_AS_ARBITRARY_INDEX_PROOF,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0087,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,FINITE_TAIL_QUOTIENT_AS_CORONA_PROOF,MODEL=CORE2_TAIL3;CLAIM=FAITHFUL_MULTIPLIER_CORONA,FINITE_QUOTIENT_MODEL_NOT_ACTUAL_CORONA,REJECT_FINITE_AS_CORONA_PROOF,REJECT_FINITE_AS_CORONA_PROOF,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0088,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,PAPER2_LOWER_BOUND_CREDIT_TO_P13,SOURCE=PAPER2_PROP_UNCOUNTABLE;CREDIT=P13_NOVELTY,PAPER2_LOWER_BOUND_ZERO_P13_CREDIT,REJECT_INHERITED_CARDINALITY_CREDIT,REJECT_INHERITED_CARDINALITY_CREDIT,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0089,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,ACTUAL_QUOTIENT_GIVEN_DISCRETE_TOPOLOGY,OWNER=Q_P_ACTUAL;TOPOLOGY=DISCRETE,Q_P_ACTUAL_RETAINS_INDISCRETE_TOPOLOGY,REJECT_ACTUAL_DISCRETE_PROMOTION,REJECT_ACTUAL_DISCRETE_PROMOTION,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0090,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,BARE_SET_GIVEN_TOPOLOGY,OWNER=Q_P_BARE;TOPOLOGY=INDISCRETE,Q_P_BARE_HAS_NO_TOPOLOGY,REJECT_BARE_TOPOLOGY,REJECT_BARE_TOPOLOGY,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0091,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,STANDARD_FAILURE_ASSIGNED_TO_ACTUAL,SOURCE=STD_GAMMA_P;TARGET=Q_P_ACTUAL;CLAIM=NONSECONDCOUNTABLE,STANDARD_TOPOLOGY_NOT_TRANSPORTED_TO_ACTUAL,REJECT_STANDARD_ACTUAL_OWNER_CONFLATION,REJECT_STANDARD_ACTUAL_OWNER_CONFLATION,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0092,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,DISCRETE_QUOTIENT_IDENTIFIED_WITH_ACTUAL,SOURCE=Q_P_DISC;TARGET=Q_P_ACTUAL;MAP=TOPOLOGICAL_IDENTITY,ACTUAL_AND_DISCRETE_QUOTIENT_OWNERS_DISTINCT,REJECT_DISCRETE_ACTUAL_IDENTITY,REJECT_DISCRETE_ACTUAL_IDENTITY,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0093,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,BOUNDED_MULTIPLIER_PRODUCT_IDENTIFIED_WITH_C0_ALGEBRA,OWNER=INFINITE_Q;CANDIDATE=PRODUCT_BOUNDED_EQ_C0_SUM,MULTIPLIER_PRODUCT_DISTINCT_FROM_C0_ALGEBRA,REJECT_MULTIPLIER_ALGEBRA_CONFLATION,REJECT_MULTIPLIER_ALGEBRA_CONFLATION,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0094,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,NONZERO_INFINITE_DIAGONAL_DECLARED_C0,Q=INFINITE;INPUT=ONE;CLAIM=ALGEBRA_MEMBER,CONSTANT_NONZERO_NORM_NOT_C0,REJECT_CONSTANT_NORM_C0_MEMBERSHIP,REJECT_CONSTANT_NORM_C0_MEMBERSHIP,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0095,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,FINITE_Q_CORONA_MAP_DECLARED_INJECTIVE,Q=QF2;INPUT=ONE;CLAIM=CORONA_MAP_INJECTIVE,FINITE_BRANCH_DIAGONAL_LIES_IN_ALGEBRA,REJECT_FINITE_BRANCH_CORONA_INJECTIVITY,REJECT_FINITE_BRANCH_CORONA_INJECTIVITY,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0096,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,CORONA_KERNEL_LARGER_THAN_INTERSECTION,Q=INFINITE;CANDIDATE=KERNEL_STRICTLY_CONTAINS_PREIMAGE_A,QUOTIENT_KERNEL_EQUALS_PREIMAGE_OF_ALGEBRA,REJECT_QUOTIENT_KERNEL_MISMATCH,REJECT_QUOTIENT_KERNEL_MISMATCH,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0097,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,V2_GAUGE_ORIENTATION_REVERSED,RELATION=TAU_OVERLINE_SIGMA_EQ_DELTA_ALPHA;MAP=U_ALPHA_SIGMA_TO_TAU,GAUGE_DIRECTION_SIGMA_OVERLINE_TAU_EQ_DELTA_ALPHA,GAUGE_DIRECTION_MISMATCH,GAUGE_DIRECTION_MISMATCH,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0098,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,MAX_REDUCED_EVIDENCE_CONFLATED,MAX_STATUS=COPIED_COMMON_PASS;REDUCED_STATUS=COPIED_COMMON_PASS,MAX_REDUCED_EVIDENCE_SERIALIZED_SEPARATELY,REJECT_MAX_REDUCED_EVIDENCE_CONFLATION,REJECT_MAX_REDUCED_EVIDENCE_CONFLATION,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0099,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,V1_CONDITIONAL_QP_BRANCH_USED_AS_V2_RESULT,SOURCE=V1_QP_FINITE_CONDITIONAL;CLAIM=V2_FIXED_PRIME_BRANCH,V1_CONDITIONAL_ROWS_ARE_IMMUTABLE_HISTORICAL_DIAGNOSTICS,REJECT_V1_CONDITIONAL_AS_V2_BRANCH,REJECT_V1_CONDITIONAL_AS_V2_BRANCH,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0100,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,FIXED_PRIME_CONTINUUM_INFERRED_FROM_PERIOD_ONLY,INPUT=H_LOG_P_Z;CLAIM=QP_CONTINUUM,FIXED_PRIME_CARDINALITY_REQUIRES_PAPER2_LOWER_AND_P13_UPPER,REJECT_PERIOD_ONLY_CARDINALITY_INFERENCE,REJECT_PERIOD_ONLY_CARDINALITY_INFERENCE,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0101,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,GLOBAL_TWISTED_GROUPOID_CSTAR_PROMOTION_V2,OWNER=STD_GLOBAL;CANDIDATE=TWISTED_GROUPOID_CSTAR,COMPONENTWISE_AUTHOR_RECORD_NOT_GLOBAL_TWISTED_GROUPOID_CSTAR,REJECT_GLOBAL_TWISTED_FRAMEWORK_PROMOTION,REJECT_GLOBAL_TWISTED_FRAMEWORK_PROMOTION,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0102,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,CONCURRENT_PROOF_HASH_BINDING_V2,MANIFEST=PROOF_PATH_AND_NON_NULL_SHA256,CONTROL_MANIFEST_EXCLUDES_CONCURRENT_PROOF_BINDING,REJECT_PROOF_HASH_BINDING,REJECT_PROOF_HASH_BINDING,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0103,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,MANIFEST_SELF_HASH_BINDING_V2,MANIFEST=ARTIFACT_LIST_INCLUDES_MANIFEST_JSON_SHA256,MANIFEST_NEVER_HASHES_ITSELF,REJECT_MANIFEST_SELF_HASH,REJECT_MANIFEST_SELF_HASH,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0104,FIREWALL_NEGATIVE,FIREWALL_ATTEMPT,,,,,,,,,,,,,,,,,,,,,,,FAIL_CLOSED_V2_CLAIM_AND_MANIFEST_FIREWALL,,,,,,NEGATIVE,V2_DESIGN_OR_GATE_UNBOUND,MANIFEST=OMIT_V2_DESIGN_HEAD_OR_AUTHORIZATION_GATE,MANIFEST_BINDS_V2_DESIGN_AND_GATE,REJECT_UNBOUND_V2_AUTHORITY,REJECT_UNBOUND_V2_AUTHORITY,EXPECTED_DETECTOR_TOKEN,0,PASS
paper13-circle-twists-controls/2,V2-0105,V2_PACKAGE_SUMMARY,ARTIFACT_01,,,,,,,,,,,,,,,,,,,,,,,V1_BODY_BYTE_IDENTITY,nerve_factorization_controls.csv,280,17,0,,SUMMARY,,,,,,V2_COUNT_SCHEMA_NEGATIVE_TOTAL,0,PASS
paper13-circle-twists-controls/2,V2-0106,V2_PACKAGE_SUMMARY,ARTIFACT_02,,,,,,,,,,,,,,,,,,,,,,,V1_BODY_BYTE_IDENTITY,circle_multiplier_cocycle_controls.csv,500,20,0,,SUMMARY,,,,,,V2_COUNT_SCHEMA_NEGATIVE_TOTAL,0,PASS
paper13-circle-twists-controls/2,V2-0107,V2_PACKAGE_SUMMARY,ARTIFACT_03,,,,,,,,,,,,,,,,,,,,,,,V1_BODY_BYTE_IDENTITY,lift_integer_defect_controls.csv,500,20,0,,SUMMARY,,,,,,V2_COUNT_SCHEMA_NEGATIVE_TOTAL,0,PASS
paper13-circle-twists-controls/2,V2-0108,V2_PACKAGE_SUMMARY,ARTIFACT_04,,,,,,,,,,,,,,,,,,,,,,,V1_BODY_BYTE_IDENTITY,gauge_coboundary_controls.csv,196,19,0,,SUMMARY,,,,,,V2_COUNT_SCHEMA_NEGATIVE_TOTAL,0,PASS
paper13-circle-twists-controls/2,V2-0109,V2_PACKAGE_SUMMARY,ARTIFACT_05,,,,,,,,,,,,,,,,,,,,,,,V1_BODY_BYTE_IDENTITY,twisted_convolution_controls.csv,78,23,0,,SUMMARY,,,,,,V2_COUNT_SCHEMA_NEGATIVE_TOTAL,0,PASS
paper13-circle-twists-controls/2,V2-0110,V2_PACKAGE_SUMMARY,ARTIFACT_06,,,,,,,,,,,,,,,,,,,,,,,V1_BODY_BYTE_IDENTITY,twisted_involution_controls.csv,54,26,0,,SUMMARY,,,,,,V2_COUNT_SCHEMA_NEGATIVE_TOTAL,0,PASS
paper13-circle-twists-controls/2,V2-0111,V2_PACKAGE_SUMMARY,ARTIFACT_07,,,,,,,,,,,,,,,,,,,,,,,V1_BODY_BYTE_IDENTITY,completion_gauge_controls.csv,756,28,0,,SUMMARY,,,,,,V2_COUNT_SCHEMA_NEGATIVE_TOTAL,0,PASS
paper13-circle-twists-controls/2,V2-0112,V2_PACKAGE_SUMMARY,ARTIFACT_08,,,,,,,,,,,,,,,,,,,,,,,V1_BODY_BYTE_IDENTITY,action_period_nonretention_controls.csv,56,20,0,,SUMMARY,,,,,,V2_COUNT_SCHEMA_NEGATIVE_TOTAL,0,PASS
paper13-circle-twists-controls/2,V2-0113,V2_PACKAGE_SUMMARY,ARTIFACT_09,,,,,,,,,,,,,,,,,,,,,,,V1_BODY_BYTE_IDENTITY,negative_domain_controls.csv,20,12,20,,SUMMARY,,,,,,V2_COUNT_SCHEMA_NEGATIVE_TOTAL,0,PASS
paper13-circle-twists-controls/2,V2-0114,V2_PACKAGE_SUMMARY,ARTIFACT_10,,,,,,,,,,,,,,,,,,,,,,,V1_BODY_BYTE_IDENTITY,actual_standard_support_transfer_controls.csv,96,21,27,,SUMMARY,,,,,,V2_COUNT_SCHEMA_NEGATIVE_TOTAL,0,PASS
paper13-circle-twists-controls/2,V2-0115,V2_PACKAGE_SUMMARY,ARTIFACT_11,,,,,,,,,,,,,,,,,,,,,,,V1_BODY_BYTE_IDENTITY,target_summary.csv,12,11,0,,SUMMARY,,,,,,V2_COUNT_SCHEMA_NEGATIVE_TOTAL,0,PASS
paper13-circle-twists-controls/2,V2-0116,V2_PACKAGE_SUMMARY,ARTIFACT_12,,,,,,,,,,,,,,,,,,,,,,,V2_NEW_BODY,completion_corona_controls_v2.csv,117,41,20,,SUMMARY,,,,,,V2_COUNT_SCHEMA_NEGATIVE_TOTAL,0,PASS
paper13-circle-twists-controls/2,V2-0117,V2_PACKAGE_SUMMARY,PACKAGE,,,,,,,,,,,,,,,,,,,,,,,V2_PACKAGE_AGGREGATE,PACKAGE_TOTAL_V2,2665,MIXED,67,176,SUMMARY,,,,,,V2_COUNT_SCHEMA_NEGATIVE_TOTAL,0,PASS
