GIT OBJECT AUDIT — FIXED 82293 MERGE / 8190 RESEARCH CHECKPOINT
Actual read-only mechanical object audit; not a mathematics review.
UTC record: 2026-09-05 08:49:23 UTC (supplemental read followed).
Fixed merge: 82293de4105ccc0139acc288a26278261b3426a2
Fixed research: 8190c0499bd5edc19e97c7a8d2331076a8df5cb0
Repository: /root/autodl-tmp/hilbert-polya-structure
Workspace: /root/autodl-tmp/symbolic_dynamics
Method: git ls-tree -r -z of fixed commits; git cat-file --batch raw blob bytes compared directly with Path.read_bytes workspace bytes. No mirror file-copy comparison.
Initial preflight HEAD/origin/main=82293 and git status empty. Main fixed-object run HEAD/origin/main had advanced to 9a394ee2 through root's separate checkpoint; its start/end status were empty. Later supplemental status has only root-owned symbolic_dynamics/README.md modification, reported by root; no Git writes performed by this audit.
Primary process exit=0; compared_unique_files=842; compared_bytes=39285756
All scope inventories equal; missing=0; extra=0; mismatched_bytes=0; symlinks=0; scoped_research_to_merge_object_deltas=0
Package-local nonself manifests=36; actual rows checked against raw blobs AND workspace=1081; errors=0
These are byte/hash checks, not reruns of verifier assertions, PDF builds, proof reviews or independent scientific certification.

GROUP SUMMARY
group	physical_files	merge_files	research_files	bytes	workspace_path
paper197	82	82	82	5786542	papers/197-ternary-cyclic-sign-difference
paper199	141	141	141	6805232	papers/199-first-one-stirling-splice
paper200	117	117	117	6624922	papers/200-lex-first-alternating-switch
paper202	185	185	185	7147136	papers/202-ternary-ordered-reset
review197a	23	23	23	1287465	docs/papers197_201_sequence/reviews/p197_a
review197b	32	32	32	1728052	docs/papers197_201_sequence/reviews/p197_b
review199a	25	25	25	1115586	docs/papers197_201_sequence/reviews/p199_a
review199b	28	28	28	1476693	docs/papers197_201_sequence/reviews/p199_b
review200a	28	28	28	1751722	docs/papers197_201_sequence/reviews/p200_a
review200b	28	28	28	1767587	docs/papers197_201_sequence/reviews/p200_b
review202a	44	44	44	1487571	docs/papers197_201_sequence/reviews/p202_a
review202b	41	41	41	1671806	docs/papers197_201_sequence/reviews/p202_b
mct_scout	10	10	10	45712	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905
mct_temporal	11	11	11	28741	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905
mct_stage1	13	13	13	63331	docs/papers197_201_sequence/reviews/mct_stage1_20260905
mct_supplement	13	13	13	15897	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905
breadth_snapshots	15	15	15	246230	docs/papers197_201_sequence/breadth_snapshots
breadth_index	1	1	1	28690	docs/papers197_201_sequence/STAGE1_BREADTH_INDEX.tsv
breadth_reconciliation	1	1	1	18446	docs/papers197_201_sequence/BREADTH_RECONCILIATION.md
lfctr_correction	1	1	1	2692	docs/papers197_201_sequence/LFCTR_HISTORY_COUNT_CORRECTION.md
mct_adjudication	1	1	1	6723	docs/papers197_201_sequence/MCT_ROOT_ADJUDICATION.md
historical_artifact_snapshot	1	1	1	135092	docs/research_state/ARTIFACT_SNAPSHOT_2026-09-05.json
historical_paper_index	1	1	1	43888	docs/research_state/PAPER_ARTIFACT_INDEX.tsv

PER-FILE EXACT BYTE RESULTS
group	git_blob_oid	git_mode	bytes	git_sha256	workspace_sha256	result	path
review197b	15b3db37a2f100aebc0ea9b911183c749a557a3c	100644	3184	eb91b1d2dbe7b4c95556359a234286e6806253577b0f9703b1714c66051ae512	eb91b1d2dbe7b4c95556359a234286e6806253577b0f9703b1714c66051ae512	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/CANONICAL.txt
review197b	fc66acc36986f4f27495ee39f570451ce2477074	100644	2134	d4a88bdf34217c87423e765379aaf73d1d1e4616297e0105b85fdaa45bdcd960	d4a88bdf34217c87423e765379aaf73d1d1e4616297e0105b85fdaa45bdcd960	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/DELTA.md
review197b	e85c1210233b3ab8abf8687361ecbc3c8d4e5de8	100644	2292	9c7424a8806f1c8d91ce8492576b1a6b789df88ccd8e5bd7153d24105827e362	9c7424a8806f1c8d91ce8492576b1a6b789df88ccd8e5bd7153d24105827e362	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/PINNED_INPUTS.sha256
review197b	2879da0cc90aac25e7236092840ddfdd11d94e91	100644	12455	33dac85e53e2932b8c894568bd8c9a2a38a96c8f9575f19f1de088b1c7e4d394	33dac85e53e2932b8c894568bd8c9a2a38a96c8f9575f19f1de088b1c7e4d394	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/PROOF_REDERIVATION.md
review197b	d3f18115b0f128902547c20a2ec3f3ac7a132961	100644	1404	e2664863eac4a3f818cc23dcc12ead6dd591bcd7245e38546cc3b347e3ca3853	e2664863eac4a3f818cc23dcc12ead6dd591bcd7245e38546cc3b347e3ca3853	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/REPLAY_LOG.md
review197b	c8d842df8267bf0841e536e11ef154eee9a29447	100644	7464	51cabec1f1237d9e7fbed354e59742c9385ef450e651df1f013923946efdbffb	51cabec1f1237d9e7fbed354e59742c9385ef450e651df1f013923946efdbffb	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/REVIEW_B.md
review197b	15b3db37a2f100aebc0ea9b911183c749a557a3c	100644	3184	eb91b1d2dbe7b4c95556359a234286e6806253577b0f9703b1714c66051ae512	eb91b1d2dbe7b4c95556359a234286e6806253577b0f9703b1714c66051ae512	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/RUN1.txt
review197b	15b3db37a2f100aebc0ea9b911183c749a557a3c	100644	3184	eb91b1d2dbe7b4c95556359a234286e6806253577b0f9703b1714c66051ae512	eb91b1d2dbe7b4c95556359a234286e6806253577b0f9703b1714c66051ae512	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/RUN2.txt
review197b	c5a8d7dd1afa71f2e17bd48447a1e4b6a72fdd11	100644	976	586c0fc456e8310f96026dafe9f9cac157820246975906e815099409f99ddcab	586c0fc456e8310f96026dafe9f9cac157820246975906e815099409f99ddcab	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/SHA256SUMS
review197b	ef1b32530cdb17a51fd07d8cacb9ab190960dba8	100644	6788	66640ca51920075e5c931285b854672e1a0988d305ca40e6d80fae35463ec765	66640ca51920075e5c931285b854672e1a0988d305ca40e6d80fae35463ec765	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/SOURCE_OWNER_AUDIT.md
review197b	925987ba13e19de6adecdc7c82436310ee38cae1	100644	703	6ca52f5add4c03e8f35113f36ae7691ac5316da2b6b2a8a586933e4aac99d757	6ca52f5add4c03e8f35113f36ae7691ac5316da2b6b2a8a586933e4aac99d757	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/MISLAUNCHED_ROOT_TEXPUT.log
review197b	9360252beafcb49a28f3ad6a90a8d339303aa226	100644	3242	451911bec6ba8225941bb3de43d280ddd0ad20d9173f0f4f878030f022242121	451911bec6ba8225941bb3de43d280ddd0ad20d9173f0f4f878030f022242121	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/PDF_METADATA_AND_FONTS.txt
review197b	7db397aa56819018c109c583b601f931e0c2eaec	100644	495	c4b618762de8bd57bb72741d84f71bd00041701850d0de5d7fa31f38a2244bed	c4b618762de8bd57bb72741d84f71bd00041701850d0de5d7fa31f38a2244bed	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/PDF_PREFLIGHT.json
review197b	59c0287ec4279cf328083a51280b0c1d3d42fe1f	100644	1663	98ed905c49b7e626cdf422bf5f0b6157c49da7e8de392fd3065e7e077837a9bc	98ed905c49b7e626cdf422bf5f0b6157c49da7e8de392fd3065e7e077837a9bc	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/SHA256SUMS
review197b	98b46fb4a7b27ccdabb2de6b0acc86763fe5f2fd	100644	158	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/cold_build/bibtex.stdout
review197b	926e2f3f047e170b362de35f96824e5682b8d854	100644	3360	102700d82b29d228b12680a4135b4dab33255946276b8b160bdabedf7d307f54	102700d82b29d228b12680a4135b4dab33255946276b8b160bdabedf7d307f54	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/cold_build/main.aux
review197b	21c57f41630b76294ed56cecc06c67aea04ae105	100644	921	fd2206802707fd09d3c0ee0e03ac386a6606fda838fa53e6140b0ee00d185349	fd2206802707fd09d3c0ee0e03ac386a6606fda838fa53e6140b0ee00d185349	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/cold_build/main.bbl
review197b	2ed030ac39ffdebb8b5cb9a40bf3671230ea0b94	100644	889	5edc89f46f5fdade9b3fc9bd5b1abb5aad88f80b7e5d6f97ed039437b4440b4b	5edc89f46f5fdade9b3fc9bd5b1abb5aad88f80b7e5d6f97ed039437b4440b4b	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/cold_build/main.blg
review197b	48223c57eabc2c6070198ca42ae6a72d6343ced4	100644	26940	c147cc978279937dd978798f721efb7eee74b264e44d03bf51085ea995e6a616	c147cc978279937dd978798f721efb7eee74b264e44d03bf51085ea995e6a616	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/cold_build/main.log
review197b	d9ff2cff18cbbbcfc51abc3508463b69e5d4901b	100644	1396	abfae762be7fb9383dda65568b7d662476d6772ea4354b5ac4780fd5ff71edd2	abfae762be7fb9383dda65568b7d662476d6772ea4354b5ac4780fd5ff71edd2	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/cold_build/main.out
review197b	5b35e6650b12971bc963728b5056173cfd5b2c84	100644	371181	42cb9e1e7cd10858a7ecf98faf2d8ced79faeb31211f608fd20f4b75a01b792a	42cb9e1e7cd10858a7ecf98faf2d8ced79faeb31211f608fd20f4b75a01b792a	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/cold_build/main.pdf
review197b	1fb6fc0d75e4a01dd27c28afe610d4fa6a549389	100644	16295	3958fd63a7a7487bceb9720fb140426651d27fb51bab79dc03a30286eb4deda0	3958fd63a7a7487bceb9720fb140426651d27fb51bab79dc03a30286eb4deda0	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/cold_build/main.tex
review197b	ad8d4e581878ada9fd8790eda94557df13c71e44	100644	8591	f6510184bd04883de3d610478f6f8e9664a092d8facfdd0e0edade616bc0e969	f6510184bd04883de3d610478f6f8e9664a092d8facfdd0e0edade616bc0e969	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/cold_build/pass1.stdout
review197b	a8eab3da21b6408512c8ab5fb09d29469eba6895	100644	7522	b25b17962b3a5a8c108bca63259bec0a1047a293c3d6b6fcc35073e8f0956ba5	b25b17962b3a5a8c108bca63259bec0a1047a293c3d6b6fcc35073e8f0956ba5	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/cold_build/pass2.stdout
review197b	7ed8db2aed7d3d0dceaa7296128967f6490f29f4	100644	6825	e681bc353e885accfd8c20aa18a8af88a542fa471f47691a2c5b841e24884206	e681bc353e885accfd8c20aa18a8af88a542fa471f47691a2c5b841e24884206	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/cold_build/pass3.stdout
review197b	46f35c890e8f74f356217334bbc82d8d1e7b3a23	100644	667	56fff92afda7b377cab2a340e5b41cb245c147e965d6e691102a2e25ae15937b	56fff92afda7b377cab2a340e5b41cb245c147e965d6e691102a2e25ae15937b	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/cold_build/references.bib
review197b	3c0155c712a635a4ca2b870fb4fe1209b2fe5191	100644	312230	e17c5d865aa1bfe437b2b5dddda2d9aec3c0010f8dd8afc45556e8aead692603	e17c5d865aa1bfe437b2b5dddda2d9aec3c0010f8dd8afc45556e8aead692603	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/visual/page-1.png
review197b	59b938996dbd1aec9af4fb027d08ad0ea1a27593	100644	294833	b0b1976561709472b8357934d2e2c5384865b8d045910d05bb5fa102dbf71593	b0b1976561709472b8357934d2e2c5384865b8d045910d05bb5fa102dbf71593	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/visual/page-2.png
review197b	ca08fa012e9a4a6a8eae6d9c8e52a618ec71f5cb	100644	268088	2370e9489b9e274f00ef82017a193f2de4a09ef7fd3310c498fe42b043c023f0	2370e9489b9e274f00ef82017a193f2de4a09ef7fd3310c498fe42b043c023f0	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/visual/page-3.png
review197b	d855b03d8189b23b27facdb602975701e2a3fda3	100644	341424	2dc9fd88405036823b78e66cf2c6d896f955e85d374310b5628f1257a0da9055	2dc9fd88405036823b78e66cf2c6d896f955e85d374310b5628f1257a0da9055	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/qa/visual/page-4.png
review197b	2836ac9e8ac2d5d7dc1514959fb33d58a207870e	100644	14762	bc1ab19b850c3fecf442ed458eb7cec173287a574117fc5e464ec7ab5bf81902	bc1ab19b850c3fecf442ed458eb7cec173287a574117fc5e464ec7ab5bf81902	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p197_b/verify_independent.py
review199a	ae4139189b38452ff2a2feb2198ac5fca5d4cc20	100644	2665	e0aa8ec9e8ce95a29ab3e3660ba537c7fe5af61e5092a8e5a011ef6cd59c716b	e0aa8ec9e8ce95a29ab3e3660ba537c7fe5af61e5092a8e5a011ef6cd59c716b	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/BUILD_PDF_QA.md
review199a	465f8a6263999a6d430ae78b5141181553e9248f	100644	1040	b302b308a27c506b0a5d030a8f59612cc6a9afe2f57f9b5938172b64a3e30851	b302b308a27c506b0a5d030a8f59612cc6a9afe2f57f9b5938172b64a3e30851	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/CANONICAL.txt
review199a	3122485f5e22e392f06daf51be984e5d429890ef	100644	928	d5756a55549bb3563fa987fc2ef0b6c5fa9a807fa328296384dbb84ffe5df249	d5756a55549bb3563fa987fc2ef0b6c5fa9a807fa328296384dbb84ffe5df249	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/DELTA.md
review199a	88ad006f911e48b0896656b407cdf72b2ccccb8e	100644	2061	292d9732223291a3eb7ba3ebd4e4f8b31c43e41f668718b9c1aed2838585778d	292d9732223291a3eb7ba3ebd4e4f8b31c43e41f668718b9c1aed2838585778d	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/PINNED_INPUTS.sha256
review199a	be3809cfa29f67bbddd0f7a750416773e59328b7	100644	6186	de170187f099a1fd040283bef0028c855f77fc70fda68675111eda04aca53617	de170187f099a1fd040283bef0028c855f77fc70fda68675111eda04aca53617	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/PROOF_REDERIVATION.md
review199a	3f6f99d0d05bac13930bde40949e847e2059691f	100644	1468	73673c9f0875721620de8d8406ca0b53ab77374c7b025c5f700e4cbbfd1e34bc	73673c9f0875721620de8d8406ca0b53ab77374c7b025c5f700e4cbbfd1e34bc	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/REPLAY.md
review199a	ad6e180a94ff8f0635267f37181eb9864c171e11	100644	5518	7eb59117ab53f83a57e022ff7dd21b1b9df8a221116a437f46ce1e7c3052b4bf	7eb59117ab53f83a57e022ff7dd21b1b9df8a221116a437f46ce1e7c3052b4bf	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/REVIEW_A.md
review199a	2eff99b986a4f4fef703ad508fd2c669fe12031b	100644	822	ff8567bc694de7ed71cd8a77308d8466219a91166f47ad97a93bb7be0219e966	ff8567bc694de7ed71cd8a77308d8466219a91166f47ad97a93bb7be0219e966	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/SHA256SUMS
review199a	dca805a575548c91fa08700a6480d4b48129f60c	100644	6988	6da4f79b70a8df04b996813a37df42dcfecee0d4d0a45fb6e4eeb7ccc2cb968f	6da4f79b70a8df04b996813a37df42dcfecee0d4d0a45fb6e4eeb7ccc2cb968f	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/SOURCE_OWNER_AUDIT.md
review199a	301cf689ff409e2d690fc6857a7449f04a8fc155	100644	1112	ea466eaa62366dbc6bf32f50f40427973dcf730c422022c6196d9d36d554e6d5	ea466eaa62366dbc6bf32f50f40427973dcf730c422022c6196d9d36d554e6d5	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/SHA256SUMS
review199a	e2dd78bc60d5dc629cdd68e6bcf18dd9eec7babe	100644	1058	0b9a1f131984c427db95d8443470a280129b4863b4f92e817e484f99fc13c0ff	0b9a1f131984c427db95d8443470a280129b4863b4f92e817e484f99fc13c0ff	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/author_replay.txt
review199a	98b46fb4a7b27ccdabb2de6b0acc86763fe5f2fd	100644	158	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/bibtex.stdout
review199a	316f67d4f711799d7d1f334ae0772bf44f6867cc	100644	1450	9dd797461eac696efd65ebbf626b433eb14eea4a37068581eec21f570aae7fb5	9dd797461eac696efd65ebbf626b433eb14eea4a37068581eec21f570aae7fb5	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/main.bbl
review199a	ee77b15ccda9c9c0d374cc48c299b74b91b24b0e	100644	26335	62c37603d8a066095547cca94332fec4b37c8ed79e720e25047fe683f24ec3d3	62c37603d8a066095547cca94332fec4b37c8ed79e720e25047fe683f24ec3d3	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/main.log
review199a	da8d4a555760c6d9bc572aea546ff9d5d5bfa3ca	100644	323082	e82cd3d77572687b6eb83d8919c1cd48b98c49c9d46b9c825f74ccb38a55e2a0	e82cd3d77572687b6eb83d8919c1cd48b98c49c9d46b9c825f74ccb38a55e2a0	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/page-1.png
review199a	c8b1a2d369616883b95aee5590181dc0cd74e3de	100644	309416	cc9c23ccb58536cbbe1893f1894c3c227b3dbe807a025f9f1898b1e1340fc5ce	cc9c23ccb58536cbbe1893f1894c3c227b3dbe807a025f9f1898b1e1340fc5ce	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/page-2.png
review199a	e77278397f214dd9ed97b51082eb5a7ac1c00f76	100644	298813	be91b19afd96176f016a5040429d5de807fa53a8534a25ce4b435c38fe5694d1	be91b19afd96176f016a5040429d5de807fa53a8534a25ce4b435c38fe5694d1	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/page-3.png
review199a	fb7f02eff0d391d10fa96b17e09037c56e2c863a	100644	93970	08824783ae813c5e499ab64f10d4e1211292e354fcf3b9bc095e0722e56d577f	08824783ae813c5e499ab64f10d4e1211292e354fcf3b9bc095e0722e56d577f	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/page-4.png
review199a	84cfb5881a3413f91eee576fa9274f36a22ca411	100644	8040	765e7ac5e3f0dedabe04622569e3e1c571a4570d57f185d5261beb3b0f191e13	765e7ac5e3f0dedabe04622569e3e1c571a4570d57f185d5261beb3b0f191e13	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/pass1.stdout
review199a	310c404be75f5c31b99896674a820042dc931f4b	100644	7358	a2c6e97d23a51b97a15527dfb4a46d2a8de4db6331ecbfda8c965de95f7bae7d	a2c6e97d23a51b97a15527dfb4a46d2a8de4db6331ecbfda8c965de95f7bae7d	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/pass2.stdout
review199a	c20904282d8610620dc61fc47214f36def714e6f	100644	6630	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/pass3.stdout
review199a	7ae41da9f9c09864e348a2f02a84aa1beb2a8735	100644	491	f85b528405948665e3ecc51fa56547bdd6a7381b148f19817f75d68efd32e361	f85b528405948665e3ecc51fa56547bdd6a7381b148f19817f75d68efd32e361	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/pdf_preflight.json
review199a	465f8a6263999a6d430ae78b5141181553e9248f	100644	1040	b302b308a27c506b0a5d030a8f59612cc6a9afe2f57f9b5938172b64a3e30851	b302b308a27c506b0a5d030a8f59612cc6a9afe2f57f9b5938172b64a3e30851	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/reviewer_run1.txt
review199a	465f8a6263999a6d430ae78b5141181553e9248f	100644	1040	b302b308a27c506b0a5d030a8f59612cc6a9afe2f57f9b5938172b64a3e30851	b302b308a27c506b0a5d030a8f59612cc6a9afe2f57f9b5938172b64a3e30851	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/qa/reviewer_run2.txt
review199a	c315ac5e555bfaf7d516b1c913d54b0b1257045b	100644	7917	e8e423c20ee66ea5e90f1b8f0463416b49c128c3f3d13e4b40cf43a7eab19ba3	e8e423c20ee66ea5e90f1b8f0463416b49c128c3f3d13e4b40cf43a7eab19ba3	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_a/verify_word_orbits.py
review199b	663c946562ea69b823fe8b94085e5a1603d3b137	100644	2025	cf944e59193b9d26adfab583274b4f12c7a00bda8d125ee0a5328f4ec7fc9380	cf944e59193b9d26adfab583274b4f12c7a00bda8d125ee0a5328f4ec7fc9380	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/BUILD_PDF_QA.md
review199b	b7594ebc33637fdc8d27f58aa25de87446c74798	100644	1037	b17db9368a6525af6d654cc40f4ab01dfaec34aee12f54d0562ff6fd94c7a89a	b17db9368a6525af6d654cc40f4ab01dfaec34aee12f54d0562ff6fd94c7a89a	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/CANONICAL.txt
review199b	7d92b0f91a9159efe1fa0c46854ac99e72623178	100644	1025	5f6ab46685e4efb04e4c3750b83c0ba8c3bc5f3059fe6b9ff7ad83cca0025a50	5f6ab46685e4efb04e4c3750b83c0ba8c3bc5f3059fe6b9ff7ad83cca0025a50	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/DELTA.md
review199b	9f9604a1755507ac610a3e529dc5b06f4cc6d35d	100644	1593	06bc8b28359e3f9ccdeb373f59bccffa36e2fe34b0d92e2a01b1dd95518166ef	06bc8b28359e3f9ccdeb373f59bccffa36e2fe34b0d92e2a01b1dd95518166ef	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/PINNED_INPUTS.sha256
review199b	cca2357394be8919f2ee0a93f321fe25802eeac2	100644	6940	b7c68c269448ca8e62753fe02fb0ee21d242281f9b11feadfdcbbb9b650b7012	b7c68c269448ca8e62753fe02fb0ee21d242281f9b11feadfdcbbb9b650b7012	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/PROOF_REDERIVATION.md
review199b	c734194d083ab849c21a1c621602cca06433b2a5	100644	1477	fda825541edec1c7150d2754c64070f4ee22a4a40fdeb736cfdfdd2f88ef1bac	fda825541edec1c7150d2754c64070f4ee22a4a40fdeb736cfdfdd2f88ef1bac	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/QA_SHA256SUMS
review199b	cb21bfe2a610e66f2cdf5c9ddc540860fa8debe1	100644	1081	088736d9f453d12a7230f6c5b93b0a5b117586ff84405b81318cb188750bcb7d	088736d9f453d12a7230f6c5b93b0a5b117586ff84405b81318cb188750bcb7d	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/REPLAY_LOG.md
review199b	9ffc7fe3abee80067636fe928ef238b0769d8cce	100644	4568	5024e34d71571cea0675a13be3fee6cdd098c46e6027e4d4ad650469db85ab87	5024e34d71571cea0675a13be3fee6cdd098c46e6027e4d4ad650469db85ab87	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/REVIEW_B.md
review199b	46f655eb6de4e1ad13413189a1a867a43bc6b06d	100644	824	d4d06bababeba7e63bdb21fe4c103804fd9ee8dea1d41e7ea1954b447ab3f015	d4d06bababeba7e63bdb21fe4c103804fd9ee8dea1d41e7ea1954b447ab3f015	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/SHA256SUMS
review199b	c946e92a8023a1b77edf7888805af4cd15a1d348	100644	4442	47c73fb1bef017abbfd1b4abe55520f924d3d4cda92f1e36a76e538f49b0ead4	47c73fb1bef017abbfd1b4abe55520f924d3d4cda92f1e36a76e538f49b0ead4	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/SOURCE_OWNER_AUDIT.md
review199b	98b46fb4a7b27ccdabb2de6b0acc86763fe5f2fd	100644	158	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/cold_build/bibtex.stdout
review199b	8b04ce4dcf2266657ff77d30585b1c5d4d1975c1	100644	2869	194b1a8729e8f32725ed5f6cd2a39163013c3356efaf4886c33894889c60ffe5	194b1a8729e8f32725ed5f6cd2a39163013c3356efaf4886c33894889c60ffe5	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/cold_build/main.aux
review199b	316f67d4f711799d7d1f334ae0772bf44f6867cc	100644	1450	9dd797461eac696efd65ebbf626b433eb14eea4a37068581eec21f570aae7fb5	9dd797461eac696efd65ebbf626b433eb14eea4a37068581eec21f570aae7fb5	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/cold_build/main.bbl
review199b	026936cd5ec71cee77fdaea0fc84bce907a05403	100644	894	56ee7edf070002e1250ca478efa7a66094e09c3649219612be4984ac27a6f61c	56ee7edf070002e1250ca478efa7a66094e09c3649219612be4984ac27a6f61c	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/cold_build/main.blg
review199b	4ba14c9a8c145ab66a8f497d6053820f3e53da85	100644	51601	7fef6ddc62b5df6bcb7671b4e8bb0cee6e6a7d9c2e778d6312ed9358b42c3c78	7fef6ddc62b5df6bcb7671b4e8bb0cee6e6a7d9c2e778d6312ed9358b42c3c78	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/cold_build/main.fls
review199b	0f9345f0fd59768b82a9ccbfc063baae54a267f9	100644	26335	03050d8a092e40e0d06cca342654e73829a2babc1570f61a2b87e1f78c2716d8	03050d8a092e40e0d06cca342654e73829a2babc1570f61a2b87e1f78c2716d8	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/cold_build/main.log
review199b	b239ff14c0bc723ee7ee88b7df16d4b3b8df2e6f	100644	1444	647305d4bc9c0574481ee696f71a8ce03ce3af09d663b22021990d94072cbf44	647305d4bc9c0574481ee696f71a8ce03ce3af09d663b22021990d94072cbf44	BYTE_EQUAL	docs/papers197_201_sequence/reviews/p199_b/cold_build/main.out
