row_id	query_id	family	rank	observed_at	retrieval_status	title	url	canonical_work_key	matched_source_id	dedupe_status	duplicate_of	screen_decision	screen_reason	historical_row_substitution
P29-Q-I14-R03	P29-Q-I14	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Extra Materials Archive	https://extras.springer.com/?query=978-0-387-98386-8	title:extra materials archive		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I15-R01	P29-Q-I15	I	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	Groups Acting on Hyperbolic Space: Harmonic Analysis and Number Theory | Springer Nature Link	https://link.springer.com/book/10.1007/978-3-662-03626-6	corpus:P29-S18	P29-S18	UNIQUE_WITHIN_CURRENT_BOUND		RETAINED_EXISTING_ADMITTED_SOURCE	Current replay manifestation resolves to frozen admitted identifier P29-S18; no corpus or scientific-status change.	false
P29-Q-I15-R02	P29-Q-I15	I	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Affine linear sieve, expanders, and sum-product | Inventiones mathematicae | Springer Nature Link	https://link.springer.com/article/10.1007/s00222-009-0225-3	title:affine linear sieve expanders and sum product inventiones mathematicae springer nature link		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-I15-R03	P29-Q-I15	I	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Right-angled Coxeter groups with totally disconnected Morse boundaries | Geometriae Dedicata | Springer Nature Link	https://link.springer.com/article/10.1007/s10711-023-00798-8	title:right angled coxeter groups with totally disconnected morse boundaries geometriae dedicata springer nature link		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-U01-R01	P29-Q-U01	U	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	On the Symmetric Square Large Sieve for $\mathrm{PSL}_2 (\mathbb{Z} {[i]}) \backslash \mathrm{PSL}_2 (\mathbb{C}) $ and the Prime Geodesic Theorem for $ \mathrm{PSL}_2 (\mathbb{Z} {[i]}) \backslash \mathbb{H}^3 $	https://arxiv.org/abs/2407.17959	corpus:P29-S09	P29-S09	UNIQUE_WITHIN_CURRENT_BOUND		RETAINED_EXISTING_ADMITTED_SOURCE	Current replay manifestation resolves to frozen admitted identifier P29-S09; no corpus or scientific-status change.	false
P29-Q-U01-R02	P29-Q-U01	U	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Zhi Qi - Research	https://sites.google.com/view/zqi-math/research	url:sites.google.com/view/zqi-math/research		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-U01-R03	P29-Q-U01	U	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	The Prime Geodesic Theorem	https://www.researchgate.net/publication/47821791_The_Prime_Geodesic_Theorem	title:the prime geodesic theorem		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_SOURCE_TYPE	secondary, aggregator, profile, issue-level, or non-research manifestation; no new source is admitted	false
P29-Q-U02-R01	P29-Q-U02	U	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	Errata and addendum to “On the prime geodesic theorem for hyperbolic ‐manifolds” Math. Nachr. 291 (2018), no. 14–15, 2160–2167 - Avdispahić - 2019 - Mathematische Nachrichten - Wiley Online Library	https://onlinelibrary.wiley.com/doi/pdf/10.1002/mana.201800467	corpus:P29-S07	P29-S07	DUPLICATE	P29-Q-G10-R02	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-G10-R02; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-U02-R02	P29-Q-U02	U	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	(PDF) Errata and addendum to “On the prime geodesic theorem for hyperbolic 3-manifolds” Math. Nachr. 291 (2018), no. 14-15, 2160-2167	https://www.researchgate.net/publication/329789271_Errata_and_addendum_to_On_the_prime_geodesic_theorem_for_hyperbolic_3-manifolds_Math_Nachr_291_2018_no_14-15_2160-2167	corpus:P29-S07	P29-S07	DUPLICATE	P29-Q-G10-R02	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-G10-R02; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-U02-R03	P29-Q-U02	U	3	2026-09-04	RETRIEVED_CURRENT_REPLAY	Prime Geodesic Theorems for Compact Locally Symmetric Spaces of Real Rank One	https://ouci.dntb.gov.ua/en/works/4E0zAgK7/	title:prime geodesic theorems for compact locally symmetric spaces of real rank one		DUPLICATE	P29-Q-G12-R03	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-G12-R03; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-U03-R01	P29-Q-U03	U	1	2026-09-04	RETRIEVED_CURRENT_REPLAY	Ambient Prime Geodesic Theorems on Hyperbolic 3-Manifolds | International Mathematics Research Notices | Oxford Academic	https://academic.oup.com/imrn/article/2023/1/588/6381506	corpus:P29-S08	P29-S08	DUPLICATE	P29-Q-G04-R02	DUPLICATE_REMOVED	Same current-replay work key as P29-Q-G04-R02; authoritative-manifestation preference then query order and rank selected the representative.	false
P29-Q-U03-R02	P29-Q-U03	U	2	2026-09-04	RETRIEVED_CURRENT_REPLAY	Volume 2023 Issue 1 | International Mathematics Research Notices | Oxford Academic	https://academic.oup.com/imrn/issue/2023/1?browseBy=volume	title:volume 2023 issue 1 international mathematics research notices oxford academic		UNIQUE_WITHIN_CURRENT_BOUND		EXCLUDED_REPLAY_ONLY	current replay observation does not match the frozen admitted 22-source set; corpus expansion is not authorized	false
P29-Q-U04-R00	P29-Q-U04	U		2026-09-04	UNAVAILABLE					NOT_APPLICABLE		UNAVAILABLE	No visible result within the declared top-three/no-pagination replay bound.	false

